	Unnamed: 0	date	time	tweet	label
130	130	2012-10-16 00:00:00	09:18:48-05:00	b'I have a hard time believing the poll numbers.  How can a racist like Romney be ahead?'	-1
131	131	2012-10-16 00:00:00	10:06:02-05:00	b'#America - seriously: if you vote #Romney in, you deserve everything that follows. But the rest of the world doesnt.'	-1
132	132	2012-10-16 00:00:00	09:03:44-05:00	b'Mitt Romney fix this mess I know you can ,step on necessary toes, plug the holes , stop the bleeding You get the Pic. Just make it happen'	1
133	133	2012-10-16 00:00:00	09:57:39-05:00	b'TheWeek I would ask Romney to stop lying and for once tell the truth. #debate'	-1
134	134	2012-10-16 00:00:00	09:53:32-05:00	b'In that City, you will thank God you never had anything to do with Roman Romney and his One World Order. #JesusTweeters #tcot #tworship'	-1
135	135	2012-10-16 00:00:00	09:17:16-05:00	b'If Romney become president we all gone have to start reading the Terms & Conditions. We might fuck around & be agreeing to slavery.'	-1
136	136	2012-10-16 00:00:00	10:10:45-05:00	b': Pres Obama shouldnt let Romney get away with his moderate act in tonights debate-writes #fb'	1
137	137	2012-10-16 00:00:00	10:26:33-05:00	b'ina26 lmfao!! Im trying!! Its just that theyre talking about Romney now.'	0
138	138	2012-10-16 00:00:00	09:56:25-05:00	b'Mitt Romney can suck my dick. & if you a Republican,  Oh.'	-1
139	139	2012-10-16 00:00:00	09:53:44-05:00	b'Mitt Romney wont be elected because as much as life-long republican voters dont want to admit it, they dont trust or like him. Sorry Mitt'	-1
140	140	2012-10-16 00:00:00	10:00:02-05:00	b'When #Romney says Were going to take back America! which America ? South America? Central America? North America? #election2012'	-1
141	141	2012-10-16 00:00:00	10:24:27-05:00	b'For all those who have forgotten the Bush terms? Just remember  how terrible of a president he was= Romney again!'	-1
142	142	2012-10-16 00:00:00	10:01:41-05:00	b'dMorrissey Thats also significant considering Romney still has $200 million in the bank with 3 weeks left.'	0
143	143	2012-10-16 00:00:00	10:08:50-05:00	b'Romney is not great debater. He beat a sleeping Obama. If Obama can stay awake tonight, he should win. #MSNBC #TheCycle'	-1
144	144	2012-10-16 00:00:00	10:02:59-05:00	b'Why people who care about Vietnam vets should never, ever vote for Mitt Romney -'	-1
145	145	2012-10-16 00:00:00	09:36:54-05:00	b'I was telling my dad and stepmom how dumb the people at FSCJ are, and my dad goes, oh, they must work for Romney. lollll'	-1
146	146	2012-10-16 00:00:00	09:16:42-05:00	b'Romney will definitely try another trick tonight. Probably bring flowers for all the women questioners !'	-1
147	147	2012-10-16 00:00:00	10:09:39-05:00	b'Im looking for a Yankees & Romney win tonight.'	1
148	148	2012-10-16 00:00:00	09:52:11-05:00	b'Kill Romney  plan? Seriously?!'	1
149	149	2012-10-16 00:00:00	10:25:41-05:00	b'Everybody in my office voting for Romney I should quit huh?yea!'	-1
150	150	2012-10-16 00:00:00	09:40:09-05:00	b'Maybe not, Romneys a real leader RT If Romney wins the presidency but Dems keep the Senate, Obamacare is safe until 2015. No?'	-1
151	151	2012-10-16 00:00:00	09:45:43-05:00	b'DONT EVEN SHAKE ROMNEYS HAND just say NAH DUDE NAH! And shake your head as if disgusted ROTFL'	-1
152	152	2012-10-16 00:00:00	09:09:13-05:00	b'With a Romney in office, we would be in 5 wars right now, 0aq, afghanistan, lybia, benghazi & 0an, does that even make sense?!?'	-1
153	153	2012-10-16 00:00:00	09:03:53-05:00	b'Romney has a vision, and hes trying for something big: Weve just been too slow to sort out what it is.'	1
154	154	2012-10-16 00:00:00	09:59:49-05:00	b'I am seriously absolutely terrified of Romney winning the election. Me to Romney = downfall'	-1
155	155	2012-10-16 00:00:00	10:26:09-05:00	b'Im feeling sick to my stomach just pondering what WILL happen if Romney if elected just based off his supporters #backwards Rt @poegie59'	-1
156	156	2012-10-16 00:00:00	09:46:15-05:00	b'Dont be fooled. If you are part of the middle class, u will pay more under a Romney presidency. New taxes, fees, or deductions will affect u'	-1
157	157	2012-10-16 00:00:00	10:14:29-05:00	b'So essentially Romneys trying to buy the presidency.'	-1
158	158	2012-10-16 00:00:00	09:04:39-05:00	b'A clear explanation of how Mitt Romney can cut taxes without raising the deficit.'	0
159	159	2012-10-16 00:00:00	09:19:05-05:00	b'Mitt Romney Campaign Busted Buying Hundreds of Thousands of Facebook LIKES and Twitter Followers via @wordpressdotcom'	-1
160	160	2012-10-16 00:00:00	10:20:53-05:00	b'Mitt Romneys $5 Footlong now served with a side of bullshit'	-1
161	161	2012-10-16 00:00:00	09:08:53-05:00	b'NY Times: Romney Knows If Roe v. Wade Goes Women Will Die... via NY Time...'	0
162	162	2012-10-16 00:00:00	09:08:21-05:00	b'Fuck Mitt Romney!'	-1
163	163	2012-10-16 00:00:00	09:47:37-05:00	b'I really really think mitt Romney is gonna win the election'	1
164	164	2012-10-16 00:00:00	10:25:17-05:00	b'Romney is no Buster Douglas.'	0
165	165	2012-10-16 00:00:00	09:52:43-05:00	b'They say figures will not lie ,but liers will figures.Sounds like Romney & Rynn Programs, Yep 4+3=9 It just that simple'	-1
166	166	2012-10-16 00:00:00	10:27:04-05:00	b'Go Tigs and Go Mitt!'	1
167	167	2012-10-16 00:00:00	10:10:50-05:00	b'I change my mind. I hope Romney wins.'	1
168	168	2012-10-16 00:00:00	09:46:32-05:00	b'Bumper sticker said I have a pet and I voted for Romney, do you have a pet? Hahaha #wtf #romney #hilarious'	0
169	169	2012-10-16 00:00:00	10:16:59-05:00	b'Romney said Middle class shouldnt pay for the lower class to eat and live'	1
170	170	2012-10-16 00:00:00	09:32:19-05:00	b'Romney is fucked up for wanting Sesame Street gone...they live in the hood, and one of expectation_maximization even lives in a trashcan...they living rough #ijs'	-1
171	171	2012-10-16 00:00:00	10:08:18-05:00	b'Romney plan doesnt add up - deserves second look headline laughable. Sign of the times.'	-1
172	172	2012-10-16 00:00:00	10:04:40-05:00	b'Texas billiona0e Ross Perot has endorsed Mitt Romney for president, saying the future of the country is at risk.'	1
173	173	2012-10-16 00:00:00	10:11:16-05:00	b'If Romney really wants to win the post-debate analysis, he should come out for better pay for focus groups.'	0
174	174	2012-10-16 00:00:00	10:06:27-05:00	b'yes!!!!!!!!!!!!!!!! but romney 3 wroungs ('	0
175	175	2012-10-16 00:00:00	09:53:50-05:00	b'Romney is such a racist  Easier as a Latino? Actually...'	-1
176	176	2012-10-16 00:00:00	10:07:37-05:00	b'yea and I am MITT FUCKING ROMNEY'	0
177	177	2012-10-16 00:00:00	09:28:28-05:00	b'Mitt Romneys new jobs math just doesnt add up. See why:'	-1
178	178	2012-10-16 00:00:00	10:15:23-05:00	b'LouiseJJohnson Calling Romney My China would be a nice little burn #cockneyObama'	-1
179	179	2012-10-16 00:00:00	10:16:02-05:00	b'Romney secret plans 2 create 12m job is just not true instead we ll loose more than 12m job with his 20% tax cut 4  wealthy'	-1
180	180	2012-10-16 00:00:00	09:25:51-05:00	b'Going to Hofstra to throw coins at Mitt Romney...hell probably wonder what those strange little metal things are'	-1
181	181	2012-10-16 00:00:00	09:55:46-05:00	b'My guess is Romney tonight will pre-emptively call Obama a liar (like he did the last time) in order to cloud the truth during the debate'	-1
182	182	2012-10-16 00:00:00	09:11:51-05:00	b'DOC_Channel No.  I cringe when Romney speaks.  He is repugnant to me.  A criminal in candidates clothing.'	-1
183	183	2012-10-16 00:00:00	09:42:40-05:00	b'Romney is an idiot'	-1
184	184	2012-10-16 00:00:00	09:43:12-05:00	b'Why Mitt Romneys 12 million jobs math is rejected by the fact checkers:'	-1
185	185	2012-10-16 00:00:00	10:14:23-05:00	b'Romney,I thank you for your low paying life on the line in the Coal mines,and I will make sure you do not have healthcare'	-1
186	186	2012-10-16 00:00:00	10:07:37-05:00	b'Women who want to vote for Romney I dont understand'	-1
187	187	2012-10-16 00:00:00	09:13:32-05:00	b'No fuckin way Mitt Romney did that'	-1
188	188	2012-10-16 00:00:00	09:39:20-05:00	b'Surprise surprise. Romneys new tax plan for jobs does not add up. #RomneyRyan2012 #Fail'	-1
189	189	2012-10-16 00:00:00	09:43:37-05:00	b'Romneys Tax Plan Doesnt Add UpBut It Deserves a Second Look:'	-1
190	190	2012-10-16 00:00:00	10:10:18-05:00	b'I cannot for the life of me figure out why any women are voting for #Romney. Is there something I am missing?'	-1
191	191	2012-10-16 00:00:00	10:12:11-05:00	b'What weve been waiting for: Mitt Romneys tax plan adds up to a tax hike for the middle class. Heres the math:'	-1
192	192	2012-10-16 00:00:00	10:10:59-05:00	b'77 Really is! As if he is not a criminal. I mean just the fact that statehood is supported by Romney smh'	-1
193	193	2012-10-16 00:00:00	10:28:51-05:00	b'StacyOlson7 no thanks, Romney has my vote.'	1
194	194	2012-10-16 00:00:00	10:08:00-05:00	b'Romney enjoys #abortion profits: Tax Returns Reveal Investments In Stem Cell Research, Plan B, Chinese Oil #prolife?'	-1
195	195	2012-10-16 00:00:00	09:18:35-05:00	b'Romneys jobs numbers are cobbled together from various reports on existing policies and trends that have nothing to do w/Romneys plans!'	-1
196	196	2012-10-16 00:00:00	10:02:10-05:00	b'Mitt will be fine, he has the truth on his side.'	1
197	197	2012-10-16 00:00:00	09:45:25-05:00	b'fcuk it im voting for Mitt Romney.'	1
198	198	2012-10-16 00:00:00	10:29:59-05:00	b'Heres hoping that Romney shines tonight I hope he does well !'	1
199	199	2012-10-16 00:00:00	10:10:36-05:00	b'When I say we live Upstate, were not currently incarcerated--however walled in we are by Romney/Ryan signs.'	-1
200	200	2012-10-16 00:00:00	09:02:02-05:00	b'RT If you want to play a #debate drinking game where you dont get drunk drink every time #romney ...'	0
201	201	2012-10-16 00:00:00	10:24:53-05:00	b'Romneys 12 million jobs pledge is based on completely bogus math:'	-1
